name,rate,original_rate,discount,qty,qty_unit,taxable_value,tax_amount,amount
Ahaglow Advanced Skin Rejuvenating Face Wash Gel - 100 gm,394.51,448.31,-12,1,1 PAC,394.51,71.01 (18%),465.52
